10.0 981.5 87.3
10.3 981.6 81.5
10.6 981.7 82.0
10.4 981.6 83.2
10.4 981.6 84.1
9.8 981.5 86.5
10.4 981.6 84.3
10.2 981.4 85.2
10.0 981.3 86.0
10.3 981.4 82.8
10.5 981.4 81.8
10.4 981.6 82.0
10.5 981.7 78.3
10.4 981.7 81.1
10.4 981.8 81.0
10.3 981.7 79.4
10.8 981.8 75.6
10.3 981.8 82.7
9.8 981.8 82.5
10.4 981.9 76.4
10.7 982.1 74.9
10.7 982.0 74.5
10.4 981.7 77.4
10.7 981.9 71.2
10.9 982.0 69.0
11.1 982.1 68.1
11.0 982.0 72.5
10.8 982.0 75.7
10.8 982.1 71.8
11.4 982.1 64.7
11.6 982.1 61.8
11.8 982.2 61.0
11.7 982.1 60.3
11.7 982.2 61.6
11.7 982.1 63.5
11.8 982.1 60.7
11.8 982.3 61.3
11.8 982.5 60.2
11.8 982.7 60.6
11.7 982.5 60.6
11.6 982.3 59.8
11.7 982.5 60.9
11.8 982.5 60.4
11.7 982.5 62.5
11.7 982.6 63.0
11.8 982.6 62.8
11.8 982.5 62.9
11.9 982.4 62.7
11.8 982.4 64.6
11.7 982.7 63.9
11.8 982.7 65.8
11.9 982.9 65.7
11.8 982.9 65.1
11.7 982.8 68.6
11.7 982.8 68.2
11.8 982.8 67.3
11.8 982.9 65.9
12.0 982.8 66.0
11.9 982.9 64.3
11.8 982.9 65.0
11.8 983.0 66.4
12.1 983.1 66.4
12.0 983.0 65.4
12.0 983.0 67.5
12.2 983.1 68.4
12.1 983.1 68.6
12.0 983.2 70.0
12.2 983.2 69.9
12.2 983.2 71.6
12.4 983.0 71.2
12.4 982.9 73.0
12.3 983.0 69.9
12.4 983.1 68.5
12.4 983.0 66.7
12.3 983.0 66.0
12.3 982.8 65.5
12.5 982.8 65.8
12.6 982.7 66.1
12.8 982.8 65.4
13.0 982.8 65.0
13.0 982.8 65.8
12.9 982.9 67.5
13.1 982.8 68.2
13.1 982.8 68.2
13.4 982.8 67.8
13.2 982.8 68.6
13.3 982.9 69.1
13.2 983.0 68.3
13.3 983.1 70.0
13.1 983.1 71.0
13.3 983.1 72.4
13.2 982.8 73.3
13.4 982.8 74.5
13.4 982.8 74.1
13.5 983.0 73.3
13.2 983.3 73.7
13.3 983.2 73.5
13.3 983.1 74.3
13.3 983.2 73.6
13.3 983.1 73.8
13.5 983.1 73.5
13.4 983.1 73.2
13.3 983.3 74.5
13.1 983.4 73.5
13.1 983.5 74.2
13.1 983.5 74.2
13.2 983.3 74.4
13.3 983.3 75.8
13.2 983.4 75.6
13.2 983.4 75.2
13.1 983.3 75.4
13.1 983.3 75.2
13.1 983.3 75.4
13.0 983.5 76.4
13.0 983.4 76.3
13.0 983.4 77.3
12.9 983.4 77.1
13.0 983.5 77.4
13.0 983.4 77.5
12.9 983.4 78.4
13.1 983.3 77.9
13.2 983.2 77.7
13.2 983.2 78.6
13.3 983.2 78.4
13.0 983.2 77.9
13.0 983.3 78.5
13.1 983.3 78.8
13.1 983.2 77.8
13.0 983.2 79.2
13.2 983.2 79.7
13.0 983.1 79.9
13.0 983.1 80.2
13.0 983.1 80.8
13.0 983.2 81.7
13.1 983.1 82.7
13.1 983.0 83.3
13.0 983.0 84.2
13.0 982.9 85.4
12.9 983.1 84.6
12.9 983.1 83.7
12.8 983.3 85.1
12.9 983.5 85.1
12.9 983.3 84.0
12.9 983.2 83.6
12.9 983.1 83.4
13.0 983.2 84.1
13.0 983.2 84.2
13.0 983.1 83.8
13.0 983.1 83.4
12.9 983.0 83.5
12.9 983.0 83.8
12.9 983.1 84.1
12.9 983.1 84.6
12.9 983.1 84.5
12.9 983.2 84.7
12.9 983.2 84.2
12.7 983.2 84.8
12.8 983.2 85.0
12.7 983.2 84.5
12.8 983.2 84.5
13.0 983.2 83.8
12.8 983.2 83.7
12.9 983.4 83.8
12.9 983.3 84.5
13.0 983.2 83.8
12.9 983.2 83.6
13.0 983.2 83.8
13.0 983.2 82.5
13.1 983.3 82.2
13.0 983.3 81.8
13.0 983.3 81.3
13.1 983.3 80.0
13.1 983.4 79.9
13.0 983.5 80.6
13.1 983.5 80.0
13.1 983.5 80.3
13.1 983.6 80.2
13.1 983.7 79.5
13.1 983.7 80.2
13.1 983.7 79.5
13.2 983.7 79.5
13.1 983.8 80.2
13.1 983.8 79.9
13.2 983.9 80.1
13.1 983.9 80.3
13.2 983.9 80.2
13.1 984.0 80.7
13.0 983.9 81.1
13.0 983.9 81.6
13.2 983.9 80.6
13.1 983.9 81.2
13.1 984.0 80.8
13.0 984.1 82.3
13.0 984.0 82.6
12.9 984.0 82.8
12.9 984.0 82.9
12.9 984.1 84.0
12.8 984.1 83.8
12.6 984.1 85.3
12.8 984.2 83.4
10.7 982.2 97.0
10.7 982.3 96.2
10.8 982.1 95.4
10.7 981.9 96.0
10.7 981.9 93.1
10.9 981.8 92.0
11.1 981.7 93.1
11.0 981.5 93.9
11.0 981.5 90.1
