11.7 979.8 68.8
11.6 979.9 70.1
11.3 980.1 73.4
11.3 980.1 76.3
11.2 980.2 77.0
11.1 980.2 76.6
10.8 980.3 76.9
10.7 980.3 75.5
10.4 980.4 77.9
10.4 980.5 78.1
10.0 980.5 79.1
10.2 980.5 79.8
10.2 980.6 79.2
10.1 980.6 80.6
9.9 980.6 81.0
9.7 980.7 80.8
9.8 980.7 82.0
10.0 980.7 81.6
9.9 980.6 81.4
9.8 980.6 81.6
9.9 980.7 81.5
9.6 980.7 82.1
9.4 980.8 83.3
9.5 980.8 82.4
9.3 980.8 84.2
8.9 980.9 86.3
9.3 980.8 84.1
9.3 980.8 83.3
9.3 980.9 83.6
9.1 981.0 83.9
9.0 980.9 84.9
9.1 980.9 84.8
9.0 980.9 85.2
9.4 980.9 83.2
9.6 980.9 83.3
9.3 981.0 83.7
9.4 980.9 84.1
9.2 980.9 84.7
9.5 981.0 84.3
9.7 981.0 83.0
9.4 981.0 83.1
9.4 981.1 84.2
9.3 981.0 84.4
9.4 981.0 84.8
9.2 981.1 85.0
9.6 981.1 83.7
9.4 981.2 84.4
9.3 981.2 84.4
9.0 981.2 87.1
8.9 981.2 87.7
9.1 981.2 86.5
9.3 981.2 85.9
9.4 981.2 86.0
9.5 981.1 85.3
9.4 981.1 85.2
9.2 981.1 85.4
9.0 981.2 86.4
9.3 981.1 84.9
9.6 981.2 84.2
9.6 981.1 84.4
9.6 981.2 84.0
9.5 981.2 84.5
9.2 981.3 85.6
9.3 981.3 86.1
9.3 981.4 86.6
9.1 981.3 87.2
8.8 981.2 88.1
8.6 981.1 88.6
8.8 981.1 88.3
8.8 981.0 88.3
8.7 981.0 87.9
8.8 981.0 87.8
8.9 981.0 87.2
8.8 981.0 87.8
8.9 981.0 87.5
8.8 981.0 87.5
8.7 981.0 88.0
8.9 980.9 86.7
8.8 980.9 87.4
8.9 980.9 87.2
8.9 980.8 87.3
8.9 980.9 86.2
8.8 980.9 86.8
8.9 980.9 87.0
9.2 980.9 85.2
8.8 980.8 86.7
8.7 980.9 86.7
8.8 980.9 86.7
8.6 980.9 87.0
8.4 981.0 88.1
8.5 981.0 88.5
8.2 981.0 89.4
8.2 981.0 89.8
8.2 980.9 90.0
8.2 981.0 89.9
8.2 980.9 90.4
8.4 980.9 88.7
8.5 980.9 87.4
8.7 981.0 86.8
8.8 981.1 86.0
8.4 981.1 86.9
8.2 981.0 87.6
8.4 980.9 86.7
8.8 980.9 84.8
8.5 981.0 85.7
8.5 981.0 85.5
15.0 982.9 50.2
14.9 982.8 49.8
14.7 982.8 50.8
14.7 982.9 50.3
14.7 982.8 50.3
14.5 982.9 52.0
14.0 983.1 52.8
14.2 983.0 52.5
14.1 983.1 53.1
13.7 983.0 54.3
14.1 983.0 53.0
14.2 983.0 52.8
13.8 983.1 54.4
13.9 983.1 53.4
13.7 983.1 54.9
14.0 983.1 53.7
14.0 983.1 53.7
14.1 983.1 53.5
13.6 983.2 57.4
12.8 983.3 60.9
13.3 983.2 59.9
13.6 983.1 57.9
13.6 983.2 58.3
13.6 983.1 57.9
13.3 983.1 59.3
13.3 983.2 56.5
13.1 983.1 60.8
